,0,1,2,3,4,5
55,52.0,22.0,1.0,11.0,0.0,5.680172609017068
56,40.0,5.0,0.0,3.0,0.0,5.337538079701318
57,7.0,22.0,0.0,3.0,0.0,4.912654885736052
58,46.0,25.0,1.0,10.0,0.0,5.910796644040527
59,17.0,4.0,1.0,5.0,0.0,4.3694478524670215
60,9.0,4.0,1.0,2.0,0.0,3.6635616461296463
61,53.0,31.0,0.0,2.0,0.0,5.976350909297934
62,13.0,4.0,0.0,6.0,0.0,4.330733340286331
63,26.0,25.0,1.0,13.0,0.0,5.556828061699537
64,15.0,13.0,1.0,11.0,0.0,4.77912349311153
65,43.0,50.0,1.0,44.0,0.0,5.993961427306569
66,11.0,4.0,1.0,4.0,0.0,4.04305126783455
67,14.0,6.0,0.0,4.0,0.0,4.68213122712422
68,7.0,8.0,0.0,5.0,0.0,4.02535169073515
69,12.0,6.0,1.0,4.0,0.0,4.204692619390966
70,10.0,9.0,0.0,14.0,0.0,4.882801922586371
71,16.0,6.0,0.0,4.0,0.0,4.248495242049359
72,3.0,1.0,0.0,0.0,0.0,4.290459441148391
73,39.0,37.0,0.0,12.0,0.0,5.560681631015528
74,7.0,8.0,1.0,4.0,0.0,4.189654742026425
75,25.0,14.0,1.0,21.0,0.0,5.1298987149230735
76,8.0,6.0,0.0,4.0,0.0,4.406719247264253
77,5.0,3.0,0.0,3.0,0.0,3.713572066704308
78,10.0,28.0,0.0,0.0,0.0,4.74493212836325
79,10.0,15.0,1.0,11.0,0.0,5.181783550292085
80,12.0,24.0,0.0,2.0,0.0,4.844187086458591
81,21.0,2.0,0.0,8.0,0.0,4.919980925828125
82,6.0,5.0,0.0,11.0,0.0,4.23410650459726
83,12.0,14.0,1.0,0.0,0.0,4.68213122712422
84,25.0,22.0,1.0,57.0,0.0,5.8998973535824915
85,20.0,2.0,0.0,15.0,0.0,4.605170185988092
86,10.0,15.0,1.0,2.0,0.0,4.330733340286331
87,10.0,13.0,1.0,2.0,0.0,4.23410650459726
88,7.0,6.0,0.0,3.0,0.0,3.58351893845611
89,15.0,7.0,1.0,1.0,0.0,4.68213122712422
90,13.0,15.0,0.0,11.0,0.0,4.804021044733257
91,11.0,6.0,0.0,1.0,0.0,4.219507705176107
92,26.0,20.0,1.0,1.0,0.0,5.135798437050262
93,19.0,18.0,1.0,11.0,0.0,5.236441962829949
94,12.0,8.0,1.0,5.0,0.0,4.2626798770413155
95,35.0,26.0,1.0,3.0,0.0,5.602118820879701
96,37.0,28.0,0.0,4.0,0.0,5.6131281063880705
97,12.0,2.0,0.0,3.0,0.0,4.219507705176107
98,3.0,8.0,0.0,3.0,0.0,3.8501476017100584
99,69.0,26.0,1.0,16.0,0.0,5.863631175598097
100,23.0,6.0,0.0,7.0,0.0,4.812184355372417
101,11.0,4.0,0.0,11.0,0.0,4.356708826689592
102,36.0,7.0,0.0,13.0,0.0,5.225746673713202
103,13.0,5.0,1.0,4.0,0.0,4.174387269895637
104,16.0,34.0,1.0,12.0,0.0,5.153291594497779
105,5.0,3.0,0.0,2.0,0.0,3.258096538021482
106,15.0,8.0,0.0,9.0,0.0,4.477336814478207
107,16.0,10.0,0.0,17.0,0.0,4.6913478822291435
108,20.0,11.0,1.0,11.0,0.0,4.820281565605037
109,11.0,5.0,0.0,0.0,0.0,4.477336814478207
110,8.0,12.0,1.0,9.0,0.0,4.532599493153256
111,50.0,47.0,1.0,13.0,0.0,6.184148890937483
112,9.0,9.0,0.0,8.0,0.0,4.3694478524670215
113,9.0,8.0,1.0,4.0,0.0,4.1588830833596715
114,2.0,7.0,1.0,6.0,0.0,4.219507705176107
115,37.0,16.0,1.0,13.0,0.0,5.288267030694535
116,24.0,10.0,0.0,1.0,0.0,4.77912349311153
117,14.0,6.0,1.0,13.0,0.0,4.61512051684126
118,4.0,1.0,0.0,0.0,0.0,3.1354942159291497
119,11.0,8.0,0.0,6.0,0.0,4.61512051684126
120,9.0,9.0,0.0,4.0,0.0,4.30406509320417
121,19.0,0.0,0.0,10.0,0.0,4.61512051684126
122,9.0,14.0,0.0,3.0,0.0,4.6443908991413725
123,13.0,7.0,0.0,3.0,0.0,4.61512051684126
124,21.0,10.0,1.0,9.0,0.0,4.634728988229636
125,19.0,14.0,1.0,8.0,0.0,4.852030263919617
126,18.0,4.0,0.0,0.0,0.0,4.787491742782046
127,21.0,12.0,0.0,0.0,0.0,4.7535901911063645
128,15.0,3.0,0.0,7.0,0.0,4.394449154672439
129,7.0,6.0,1.0,6.0,0.0,4.110873864173311
130,49.0,22.0,0.0,10.0,0.0,5.937536205082426
131,12.0,4.0,0.0,2.0,0.0,4.343805421853684
132,11.0,7.0,0.0,0.0,0.0,4.23410650459726
133,8.0,15.0,0.0,5.0,0.0,4.343805421853684
134,10.0,8.0,1.0,1.0,0.0,4.406719247264253
135,26.0,8.0,0.0,13.0,0.0,4.762173934797756
136,5.0,6.0,0.0,3.0,0.0,3.912023005428146
137,9.0,3.0,1.0,4.0,0.0,4.1588830833596715
138,9.0,8.0,1.0,2.0,0.0,4.74493212836325
139,21.0,9.0,0.0,5.0,0.0,4.543294782270004
140,43.0,41.0,0.0,0.0,0.0,5.846438775057725
141,24.0,12.0,1.0,2.0,0.0,5.204006687076795
142,4.0,13.0,0.0,11.0,0.0,4.060443010546419
143,8.0,8.0,0.0,6.0,0.0,4.2626798770413155
144,6.0,6.0,0.0,3.0,0.0,3.6635616461296463
145,15.0,3.0,0.0,6.0,0.0,4.143134726391533
146,39.0,12.0,1.0,6.0,0.0,5.3230099791384085
147,13.0,23.0,1.0,1.0,0.0,4.912654885736052
148,24.0,15.0,0.0,3.0,0.0,5.075173815233827
149,8.0,3.0,0.0,13.0,0.0,4.442651256490317
150,15.0,4.0,0.0,0.0,0.0,4.2626798770413155
151,19.0,5.0,1.0,15.0,0.0,5.081404364984463
152,7.0,5.0,1.0,2.0,0.0,3.871201010907891
153,19.0,20.0,1.0,10.0,0.0,5.3981627015177525
154,7.0,1.0,0.0,4.0,0.0,4.0943445622221
155,4.0,12.0,0.0,5.0,0.0,4.204692619390966
156,8.0,13.0,0.0,13.0,0.0,4.574710978503383
157,7.0,7.0,0.0,5.0,0.0,4.343805421853684
158,7.0,4.0,0.0,5.0,0.0,3.7612001156935624
159,29.0,26.0,1.0,9.0,0.0,5.631211781821365
160,7.0,3.0,1.0,15.0,0.0,4.574710978503383
161,13.0,7.0,0.0,3.0,0.0,4.3694478524670215
162,20.0,6.0,0.0,7.0,0.0,4.736198448394496
163,18.0,1.0,0.0,3.0,0.0,4.110873864173311
164,15.0,12.0,0.0,0.0,0.0,4.61512051684126
165,8.0,9.0,0.0,3.0,0.0,4.330733340286331
166,10.0,3.0,0.0,0.0,0.0,4.127134385045092
167,5.0,0.0,0.0,6.0,0.0,3.1780538303479458
168,4.0,2.0,0.0,3.0,0.0,3.258096538021482
169,21.0,12.0,0.0,1.0,0.0,4.663439094112067
170,4.0,11.0,0.0,8.0,0.0,4.219507705176107
171,8.0,8.0,0.0,2.0,0.0,4.290459441148391
172,19.0,5.0,0.0,5.0,0.0,4.499809670330265
173,15.0,19.0,1.0,9.0,0.0,4.962844630259907
174,12.0,10.0,0.0,10.0,0.0,4.543294782270004
175,67.0,46.0,1.0,16.0,0.0,6.222576268071369
176,9.0,2.0,0.0,8.0,0.0,4.248495242049359
177,10.0,8.0,0.0,6.0,0.0,4.31748811353631
178,10.0,5.0,0.0,0.0,0.0,3.8918202981106265
179,15.0,6.0,0.0,3.0,0.0,4.1588830833596715
180,23.0,4.0,0.0,4.0,0.0,4.727387818712341
181,7.0,5.0,0.0,3.0,0.0,3.8066624897703196
182,12.0,10.0,0.0,4.0,0.0,4.382026634673881
183,9.0,2.0,0.0,4.0,0.0,3.367295829986474
184,12.0,15.0,0.0,3.0,0.0,4.5217885770490405
185,10.0,16.0,0.0,7.0,0.0,4.248495242049359
186,44.0,35.0,0.0,11.0,0.0,5.4638318050256105
187,32.0,5.0,1.0,14.0,0.0,5.209486152841421
188,6.0,10.0,0.0,6.0,0.0,4.584967478670572
189,4.0,9.0,1.0,1.0,0.0,4.127134385045092
190,9.0,6.0,1.0,10.0,0.0,4.343805421853684
191,38.0,66.0,1.0,14.0,0.0,6.259581464064923
192,9.0,4.0,1.0,7.0,0.0,4.465908118654584
193,26.0,7.0,0.0,4.0,0.0,5.10594547390058
194,12.0,21.0,0.0,10.0,0.0,4.897839799950911
195,7.0,26.0,0.0,6.0,0.0,5.225746673713202
196,17.0,12.0,0.0,2.0,0.0,4.852030263919617
197,14.0,15.0,0.0,2.0,0.0,4.77912349311153
198,41.0,18.0,1.0,12.0,0.0,5.342334251964811
199,24.0,7.0,1.0,6.0,0.0,5.0106352940962555
200,9.0,5.0,0.0,6.0,0.0,4.465908118654584
201,12.0,8.0,0.0,11.0,0.0,4.553876891600541
202,16.0,13.0,0.0,11.0,0.0,5.030437921392435
203,8.0,12.0,1.0,13.0,0.0,4.30406509320417
204,12.0,1.0,0.0,7.0,0.0,4.442651256490317
205,6.0,15.0,0.0,3.0,0.0,4.74493212836325
206,3.0,2.0,0.0,0.0,0.0,2.6390573296152584
207,10.0,15.0,0.0,9.0,0.0,4.90527477843843
208,5.0,8.0,1.0,13.0,0.0,4.276666119016055
209,20.0,3.0,0.0,2.0,0.0,4.8283137373023015
210,11.0,19.0,0.0,5.0,0.0,4.8283137373023015
211,6.0,2.0,0.0,6.0,0.0,3.6635616461296463
212,6.0,6.0,1.0,10.0,0.0,4.276666119016055
213,9.0,7.0,0.0,4.0,0.0,4.382026634673881
214,9.0,10.0,0.0,3.0,0.0,4.709530201312334
215,41.0,29.0,1.0,10.0,0.0,5.771441123130016
216,5.0,11.0,0.0,8.0,0.0,4.454347296253507
217,11.0,19.0,1.0,3.0,0.0,4.736198448394496
218,13.0,7.0,0.0,4.0,0.0,4.442651256490317
219,50.0,25.0,1.0,11.0,0.0,5.817111159963204
220,27.0,23.0,0.0,6.0,0.0,5.365976015021851
221,6.0,6.0,0.0,7.0,0.0,4.2626798770413155
222,21.0,21.0,0.0,21.0,0.0,5.214935757608986
223,52.0,38.0,0.0,17.0,0.0,5.762051382780177
224,30.0,22.0,0.0,11.0,0.0,5.262690188904886
225,52.0,48.0,1.0,56.0,0.0,5.996452088619021
226,33.0,24.0,1.0,2.0,0.0,5.493061443340548
227,34.0,56.0,1.0,16.0,0.0,5.777652323222656
228,36.0,14.0,0.0,3.0,0.0,5.429345628954441
229,21.0,11.0,1.0,12.0,0.0,5.111987788356544
230,29.0,27.0,0.0,0.0,0.0,5.3706380281276624
231,12.0,4.0,1.0,0.0,0.0,4.2626798770413155
232,7.0,6.0,0.0,3.0,0.0,4.394449154672439
233,5.0,5.0,0.0,2.0,0.0,3.4965075614664802
234,22.0,20.0,0.0,19.0,0.0,5.19295685089021
235,30.0,30.0,0.0,8.0,0.0,5.43372200355424
236,20.0,8.0,1.0,25.0,0.0,5.0689042022202315
237,19.0,23.0,0.0,7.0,0.0,5.225746673713202
238,21.0,8.0,0.0,1.0,0.0,4.48863636973214
239,25.0,19.0,0.0,4.0,0.0,5.3706380281276624
240,22.0,16.0,1.0,21.0,0.0,5.225746673713202
241,15.0,10.0,0.0,8.0,0.0,4.624972813284271
242,23.0,5.0,0.0,12.0,0.0,4.672828834461906
243,7.0,12.0,0.0,10.0,0.0,4.709530201312334
244,6.0,5.0,0.0,9.0,0.0,4.356708826689592
245,13.0,16.0,0.0,3.0,0.0,4.927253685157205
246,1.0,1.0,0.0,3.0,0.0,2.995732273553991
247,38.0,17.0,1.0,15.0,0.0,5.288267030694535
248,10.0,6.0,0.0,5.0,0.0,4.276666119016055
249,16.0,16.0,1.0,0.0,0.0,5.153291594497779
250,41.0,29.0,1.0,6.0,0.0,5.69035945432406
251,13.0,7.0,0.0,7.0,0.0,4.330733340286331
252,36.0,12.0,0.0,8.0,0.0,4.927253685157205
253,8.0,0.0,0.0,1.0,0.0,3.1354942159291497
254,3.0,3.0,0.0,2.0,0.0,2.995732273553991
255,4.0,9.0,0.0,3.0,0.0,4.5217885770490405
256,25.0,21.0,0.0,10.0,0.0,5.351858133476067
257,17.0,13.0,0.0,2.0,0.0,4.6443908991413725
258,12.0,12.0,0.0,9.0,0.0,4.430816798843313
259,9.0,6.0,0.0,1.0,0.0,3.970291913552122
260,22.0,11.0,0.0,13.0,0.0,5.1298987149230735
261,19.0,8.0,0.0,5.0,0.0,4.51085950651685
262,44.0,38.0,0.0,5.0,0.0,5.820082930352362
263,17.0,29.0,0.0,12.0,0.0,5.393627546352362
264,19.0,21.0,1.0,0.0,0.0,5.225746673713202
265,16.0,11.0,0.0,9.0,0.0,4.804021044733257
266,32.0,27.0,0.0,11.0,0.0,5.659482215759621
267,5.0,2.0,0.0,2.0,0.0,3.871201010907891
268,42.0,18.0,0.0,7.0,0.0,5.37989735354046
269,15.0,6.0,1.0,15.0,0.0,4.941642422609304
270,10.0,24.0,1.0,25.0,0.0,5.308267697401205
271,32.0,14.0,1.0,13.0,0.0,5.3612921657094255
272,8.0,11.0,0.0,7.0,0.0,4.553876891600541
273,7.0,15.0,0.0,0.0,0.0,4.3694478524670215
274,5.0,11.0,0.0,0.0,0.0,4.5217885770490405
275,11.0,11.0,0.0,6.0,0.0,4.820281565605037
276,36.0,35.0,0.0,5.0,0.0,5.4638318050256105
277,10.0,7.0,0.0,3.0,0.0,4.330733340286331
278,9.0,2.0,0.0,1.0,0.0,3.6888794541139363
279,10.0,10.0,1.0,7.0,0.0,4.61512051684126
280,69.0,26.0,1.0,3.0,0.0,6.056784013228625
281,64.0,37.0,1.0,2.0,0.0,6.272877006546167
282,49.0,30.0,0.0,19.0,0.0,5.921578419643816
283,5.0,10.0,0.0,10.0,0.0,4.454347296253507
284,12.0,2.0,0.0,2.0,0.0,3.912023005428146
285,19.0,10.0,0.0,0.0,0.0,4.564348191467836
286,5.0,6.0,1.0,3.0,0.0,4.04305126783455
287,7.0,0.0,0.0,3.0,0.0,3.091042453358316
288,21.0,2.0,0.0,0.0,0.0,4.672828834461906
289,11.0,7.0,0.0,6.0,0.0,4.276666119016055
290,16.0,11.0,1.0,4.0,0.0,4.997212273764115
291,28.0,13.0,1.0,1.0,0.0,5.220355825078324
292,25.0,28.0,1.0,14.0,0.0,5.683579767338681
293,13.0,2.0,0.0,2.0,0.0,4.0943445622221
294,16.0,13.0,1.0,18.0,0.0,4.90527477843843
295,17.0,24.0,1.0,3.0,0.0,5.123963979403259
296,9.0,5.0,0.0,8.0,0.0,4.248495242049359
297,9.0,6.0,0.0,7.0,0.0,4.23410650459726
298,8.0,12.0,1.0,6.0,0.0,4.672828834461906
299,38.0,15.0,0.0,5.0,0.0,5.5093883366279774
300,13.0,5.0,0.0,3.0,0.0,4.1588830833596715
301,15.0,13.0,0.0,3.0,0.0,4.532599493153256
302,17.0,21.0,0.0,11.0,0.0,5.3706380281276624
303,6.0,2.0,0.0,2.0,0.0,3.6375861597263857
304,50.0,41.0,1.0,19.0,0.0,6.156978985585555
305,21.0,7.0,0.0,13.0,0.0,4.663439094112067
306,6.0,3.0,1.0,1.0,0.0,4.0943445622221
307,1.0,3.0,0.0,3.0,0.0,3.044522437723423
308,6.0,6.0,0.0,8.0,0.0,3.9318256327243257
309,11.0,13.0,0.0,4.0,0.0,4.6443908991413725
310,2.0,0.0,0.0,0.0,0.0,2.5649493574615367
311,27.0,23.0,1.0,9.0,0.0,5.53338948872752
312,90.0,49.0,1.0,8.0,0.0,6.298949246855942
313,8.0,9.0,0.0,5.0,0.0,4.343805421853684
314,24.0,28.0,0.0,8.0,0.0,5.2574953720277815
315,22.0,11.0,0.0,3.0,0.0,5.2574953720277815
316,6.0,4.0,1.0,4.0,0.0,3.9512437185814275
317,18.0,6.0,0.0,2.0,0.0,4.553876891600541
318,10.0,12.0,0.0,10.0,0.0,4.709530201312334
319,12.0,5.0,0.0,9.0,0.0,4.499809670330265
320,9.0,12.0,1.0,2.0,0.0,4.382026634673881
321,7.0,5.0,0.0,3.0,0.0,3.8066624897703196
322,19.0,2.0,1.0,4.0,0.0,4.406719247264253
323,24.0,20.0,0.0,9.0,0.0,5.111987788356544
324,8.0,1.0,0.0,1.0,0.0,3.7612001156935624
325,12.0,16.0,1.0,4.0,0.0,4.7535901911063645
326,13.0,2.0,0.0,11.0,0.0,4.584967478670572
327,8.0,9.0,0.0,2.0,0.0,4.1588830833596715
328,5.0,3.0,0.0,8.0,0.0,4.04305126783455
329,23.0,24.0,1.0,15.0,0.0,5.187385805840755
330,33.0,14.0,0.0,5.0,0.0,5.351858133476067
331,14.0,5.0,0.0,4.0,0.0,4.61512051684126
332,44.0,41.0,1.0,6.0,0.0,6.0112671744041615
333,38.0,17.0,1.0,2.0,0.0,5.093750200806762
334,7.0,10.0,0.0,2.0,0.0,4.30406509320417
335,4.0,1.0,0.0,1.0,0.0,3.5553480614894135
336,11.0,11.0,1.0,7.0,0.0,4.564348191467836
337,10.0,22.0,1.0,5.0,0.0,5.209486152841421
338,2.0,14.0,0.0,0.0,0.0,4.382026634673881
339,7.0,7.0,0.0,7.0,0.0,4.189654742026425
340,6.0,6.0,0.0,1.0,0.0,3.9318256327243257
341,31.0,22.0,0.0,26.0,0.0,5.493061443340548
342,15.0,19.0,0.0,21.0,0.0,4.919980925828125
343,43.0,46.0,0.0,8.0,0.0,5.934894195619588
344,20.0,9.0,0.0,8.0,0.0,5.056245805348308
345,19.0,15.0,0.0,6.0,0.0,4.584967478670572
346,20.0,7.0,1.0,3.0,0.0,4.51085950651685
347,9.0,15.0,0.0,6.0,0.0,4.804021044733257
348,12.0,3.0,1.0,12.0,0.0,4.477336814478207
349,16.0,12.0,0.0,11.0,0.0,5.170483995038151
350,7.0,5.0,1.0,4.0,0.0,4.174387269895637
351,15.0,11.0,1.0,8.0,0.0,4.948759890378168
352,8.0,13.0,1.0,0.0,0.0,4.1588830833596715
353,13.0,11.0,1.0,7.0,0.0,4.605170185988092
354,38.0,5.0,1.0,8.0,0.0,4.990432586778736
355,3.0,9.0,0.0,5.0,0.0,4.290459441148391
356,9.0,7.0,0.0,5.0,0.0,4.290459441148391
357,12.0,10.0,0.0,15.0,0.0,4.804021044733257
358,10.0,19.0,0.0,7.0,0.0,4.718498871295094
359,7.0,2.0,0.0,0.0,0.0,3.4965075614664802
360,14.0,11.0,0.0,9.0,0.0,4.406719247264253
361,7.0,5.0,0.0,0.0,0.0,4.0943445622221
362,12.0,5.0,0.0,10.0,0.0,4.454347296253507
363,7.0,6.0,0.0,9.0,0.0,4.174387269895637
364,10.0,9.0,0.0,0.0,0.0,4.23410650459726
365,13.0,6.0,0.0,3.0,0.0,4.204692619390966
366,33.0,32.0,1.0,17.0,0.0,5.82600010738045
367,9.0,5.0,0.0,10.0,0.0,4.574710978503383
368,17.0,26.0,0.0,6.0,0.0,5.093750200806762
369,16.0,3.0,0.0,0.0,0.0,4.394449154672439
370,11.0,3.0,0.0,4.0,0.0,4.1588830833596715
371,2.0,2.0,0.0,1.0,0.0,3.367295829986474
372,4.0,3.0,0.0,2.0,0.0,3.6635616461296463
373,12.0,3.0,1.0,4.0,0.0,4.61512051684126
374,20.0,35.0,1.0,7.0,0.0,5.472270673671475
375,9.0,3.0,1.0,5.0,0.0,4.74493212836325
376,9.0,4.0,0.0,7.0,0.0,4.219507705176107
377,7.0,12.0,0.0,11.0,0.0,4.672828834461906
378,3.0,8.0,0.0,8.0,0.0,4.189654742026425
379,10.0,4.0,1.0,8.0,0.0,4.430816798843313
380,18.0,3.0,0.0,13.0,0.0,4.859812404361672
381,5.0,8.0,1.0,7.0,0.0,4.1588830833596715
382,21.0,12.0,0.0,5.0,0.0,5.272999558563747
383,14.0,12.0,0.0,0.0,0.0,4.418840607796598
384,15.0,11.0,0.0,2.0,0.0,4.248495242049359
385,25.0,10.0,0.0,4.0,0.0,4.736198448394496
386,48.0,40.0,1.0,23.0,0.0,6.142037405587356
387,21.0,15.0,1.0,5.0,0.0,5.017279836814924
388,10.0,9.0,1.0,3.0,0.0,4.290459441148391
389,34.0,19.0,1.0,14.0,0.0,5.351858133476067
390,16.0,6.0,0.0,4.0,0.0,4.189654742026425
391,21.0,6.0,0.0,7.0,0.0,4.77912349311153
392,17.0,8.0,0.0,5.0,0.0,4.997212273764115
393,17.0,19.0,1.0,11.0,0.0,5.5134287461649825
394,40.0,37.0,0.0,22.0,0.0,5.902633333401366
395,21.0,18.0,1.0,3.0,0.0,4.844187086458591
396,26.0,31.0,0.0,3.0,0.0,5.389071729816501
397,58.0,39.0,1.0,7.0,0.0,5.8664680569332965
398,10.0,6.0,0.0,1.0,0.0,4.532599493153256
399,8.0,3.0,0.0,2.0,0.0,3.713572066704308
400,12.0,26.0,1.0,5.0,0.0,5.187385805840755
401,6.0,12.0,0.0,4.0,0.0,4.02535169073515
402,35.0,30.0,1.0,0.0,0.0,5.6937321388027
403,6.0,15.0,0.0,6.0,0.0,4.382026634673881
404,15.0,6.0,0.0,11.0,0.0,4.941642422609304
405,11.0,4.0,0.0,11.0,0.0,4.189654742026425
406,18.0,8.0,0.0,3.0,0.0,4.812184355372417
407,11.0,6.0,0.0,8.0,0.0,4.51085950651685
408,12.0,16.0,0.0,5.0,0.0,5.0689042022202315
409,11.0,3.0,0.0,0.0,0.0,4.6913478822291435
410,6.0,3.0,0.0,9.0,0.0,3.8501476017100584
411,9.0,14.0,0.0,4.0,0.0,4.343805421853684
412,65.0,72.0,1.0,12.0,0.0,6.368187186350492
413,15.0,12.0,0.0,0.0,0.0,4.6443908991413725
414,13.0,3.0,0.0,12.0,0.0,4.820281565605037
415,9.0,2.0,0.0,3.0,0.0,3.332204510175204
416,14.0,1.0,1.0,3.0,0.0,4.143134726391533
417,51.0,14.0,1.0,27.0,0.0,5.652489180268651
418,3.0,7.0,1.0,2.0,0.0,3.4011973816621555
419,7.0,7.0,1.0,4.0,0.0,4.1588830833596715
420,17.0,2.0,0.0,1.0,0.0,5.0106352940962555
421,12.0,10.0,0.0,10.0,0.0,4.890349128221754
422,10.0,7.0,1.0,11.0,0.0,4.406719247264253
423,19.0,33.0,1.0,5.0,0.0,5.356586274672012
424,13.0,14.0,0.0,2.0,0.0,5.181783550292085
425,19.0,0.0,0.0,7.0,0.0,4.564348191467836
426,9.0,7.0,0.0,4.0,0.0,4.330733340286331
427,44.0,33.0,1.0,23.0,0.0,6.008813185442595
428,1.0,6.0,0.0,3.0,0.0,3.6888794541139363
429,35.0,17.0,1.0,1.0,0.0,5.564520407322694
430,20.0,12.0,0.0,4.0,0.0,4.820281565605037
431,9.0,10.0,0.0,4.0,0.0,4.382026634673881
432,18.0,7.0,1.0,5.0,0.0,4.859812404361672
433,9.0,7.0,0.0,4.0,0.0,4.406719247264253
434,9.0,17.0,0.0,15.0,0.0,4.8283137373023015
435,2.0,8.0,0.0,5.0,0.0,4.477336814478207
436,38.0,64.0,1.0,3.0,0.0,5.934894195619588
437,12.0,7.0,0.0,3.0,0.0,4.248495242049359
438,23.0,10.0,0.0,3.0,0.0,4.5217885770490405
439,20.0,6.0,0.0,9.0,0.0,4.672828834461906
440,10.0,6.0,0.0,1.0,0.0,3.828641396489095
441,10.0,13.0,0.0,3.0,0.0,4.61512051684126
442,30.0,16.0,1.0,14.0,0.0,5.303304908059076
443,10.0,11.0,1.0,1.0,0.0,4.406719247264253
444,11.0,5.0,0.0,1.0,0.0,3.970291913552122
445,46.0,27.0,0.0,5.0,0.0,5.666426688112432
446,97.0,35.0,1.0,9.0,0.0,6.434546518787453
447,26.0,11.0,0.0,5.0,0.0,5.1647859739235145
448,12.0,6.0,0.0,4.0,0.0,4.465908118654584
449,39.0,38.0,1.0,8.0,0.0,5.978885764901122
450,16.0,19.0,1.0,1.0,0.0,4.997212273764115
451,11.0,11.0,0.0,9.0,0.0,4.406719247264253
452,9.0,7.0,0.0,3.0,0.0,4.189654742026425
453,9.0,4.0,0.0,4.0,0.0,4.127134385045092
454,7.0,4.0,0.0,0.0,0.0,3.713572066704308
455,8.0,15.0,0.0,1.0,0.0,4.2626798770413155
456,14.0,5.0,0.0,3.0,0.0,4.5217885770490405
457,12.0,15.0,0.0,16.0,0.0,4.912654885736052
458,18.0,22.0,0.0,23.0,0.0,5.062595033026967
459,12.0,5.0,0.0,11.0,0.0,4.59511985013459
460,26.0,45.0,1.0,22.0,0.0,5.8522024797744745
461,11.0,5.0,0.0,11.0,0.0,4.59511985013459
